Día,Damage Promedio,Densidad Promedio,Fracción de Volumen Promedio,Energia de Deformacion,Modulo de elasticidad promedio,% de Cenizas alpha,Promedios densida tejido
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,1.4189209048967084,0.6415067026480171,86.26757890683952,0.0,0.6215943489999993,2.21185671021
3,0.0,1.4189209036033292,0.6415067020632691,86.26735250381904,0.0,0.6215943489999993,2.21185671021
4,0.0,1.4189209018356213,0.6415067012640726,86.26701262227591,0.0,0.6215943489999993,2.21185671021
5,0.0,1.418920899697804,0.6415067002975464,86.26655913443622,0.0,0.6215943489999993,2.21185671021
6,0.0,1.4189208972860772,0.6415066992071837,86.26599187499207,0.0,0.6215943489999993,2.21185671021
7,0.0,1.4189208946886278,0.6415066980328539,86.26531063987345,0.0,0.6215943489999993,2.21185671021
8,0.0,1.4189208919856227,0.6415066968108012,86.26451518597383,0.0,0.6215943489999993,2.21185671021
9,0.0,1.418920889249214,0.6415066955736463,86.26360523238294,0.0,0.6215943489999993,2.21185671021
10,0.0,1.4189208865435352,0.641506694350385,86.26258045874668,0.0,0.6215943489999993,2.21185671021
11,0.0,1.418920883924704,0.6415066931663884,86.26144050534947,0.0,0.6215943489999993,2.21185671021
12,0.0,1.418920881440822,0.6415066920434035,86.26018497312363,0.0,0.6215943489999993,2.21185671021
13,0.0,1.4189208791319734,0.6415066909995526,86.25881342258188,0.0,0.6215943489999993,2.21185671021
14,0.0,1.4189208770302253,0.6415066900493336,86.25732537401743,0.0,0.6215943489999993,2.21185671021
15,0.0,1.4189208751596283,0.6415066892036202,86.25572030680146,0.0,0.6215943489999993,2.21185671021
16,0.0,1.4189208735362167,0.6415066884696615,86.2539976583607,0.0,0.6215943489999993,2.21185671021
17,0.0,1.418920872168007,0.6415066878510819,86.25215682222668,0.0,0.6215943489999993,2.21185671021
18,0.0,1.4189208710550003,0.6415066873478814,86.25019715002838,0.0,0.6215943489999993,2.21185671021
19,0.0,1.418920870189179,0.6415066869564361,86.24811795055321,0.0,0.6215943489999993,2.21185671021
20,0.0,1.41892086955451,0.6415066866694966,86.24591848869112,0.0,0.6215943489999993,2.21185671021
21,0.0,1.4189208691269433,0.64150668647619,86.24359798419452,0.0,0.6215943489999993,2.21185671021
22,0.0,1.418920868874412,0.6415066863620184,86.24115561076928,0.0,0.6215943489999993,2.21185671021
23,0.0,1.4189208687568307,0.6415066863088589,86.238590496207,0.0,0.6215943489999993,2.21185671021
24,0.0,1.4189208687260992,0.6415066862949648,86.23590172074427,0.0,0.6215943489999993,2.21185671021
25,0.0,1.4189208687260992,0.6415066862949648,86.23308831592345,0.0,0.6215943489999993,2.21185671021
26,1.0304011477391128e-07,1.4189208494855192,0.6415066775961282,86.23015084974145,8797242.88511084,0.6215943489999993,2.21185671021
27,1.3978152269000788e-07,1.418920829475296,0.641506668549329,86.22708688901523,8797242.561887717,0.6215943489999993,2.21185671021
28,1.779360868647828e-07,1.4189208086954277,0.6415066591545666,86.22389514837404,8797242.226232715,0.6215943489999993,2.21185671021
29,2.1750380929663748e-07,1.4189207871459122,0.6415066494118399,86.22057444726603,8797241.878145814,0.6215943489999993,2.21185671021
30,2.5848469420441944e-07,1.418920764826746,0.6415066393211475,86.21712355033812,8797241.517626978,0.6215943489999993,2.21185671021
31,3.008787430314186e-07,1.4189207417379275,0.641506628882488,86.21354116084838,8797241.144676195,0.6215943489999993,2.21185671021
32,3.4468596066261625e-07,1.4189207178794536,0.6415066180958608,86.20982593362231,8797240.759293422,0.6215943489999993,2.21185671021
33,-1.241977771182512e-05,1.4189283829140356,0.6415100835258531,86.21410120854704,8797353.051392218,0.6215943489999993,2.21185671021
34,-2.5598315950059458e-05,1.418936296559769,0.6415136613551476,86.2184624855659,8797468.986205917,0.6215943489999993,2.21185671021
35,-3.919160019072443e-05,1.4189444592160818,0.6415173517643298,86.2229311582075,8797588.56964131,0.6215943489999993,2.21185671021
36,-5.320027992450349e-05,1.4189528712691026,0.6415211549279715,86.22750523751445,8797711.807412127,0.6215943489999993,2.21185671021
37,-6.762498269341499e-05,1.418961533091661,0.6415250710146324,86.23218270221867,8797838.705039006,0.6215943489999993,2.21185671021
38,-8.246631409369876e-05,1.4189704450432885,0.6415291001868594,86.23696150396655,8797969.267849525,0.6215943489999993,2.21185671021
39,-9.772485777914675e-05,1.418979607470219,0.6415332426011887,86.24183957304932,8798103.500978231,0.6215943489999993,2.21185671021
40,-0.00011340117545843853,1.4189890207053906,0.6415374984081439,86.24681481447715,8798241.40936661,0.6215943489999993,2.21185671021
41,-0.00012949580689980422,1.4189986850684446,0.6415418677522381,86.25188512256578,8798382.997763135,0.6215943489999993,2.21185671021
42,-0.00014600926992880403,1.4190086008657297,0.6415463507719742,86.25704836831777,8798528.270723244,0.6215943489999993,2.21185671021
43,-0.00016294206043232506,1.4190187683903008,0.6415509475998445,86.26230242035885,8798677.232609376,0.6215943489999993,2.21185671021
44,-0.00018029465235880338,1.4190291879219201,0.6415556583623329,86.26764511526845,8798829.887590969,0.6215943489999993,2.21185671021
45,-0.00019806749771755783,1.41903985972706,0.6415604831799124,86.27307430277968,8798986.23964446,0.6215943489999993,2.21185671021
46,-0.00021626102658212076,1.419050784058901,0.6415654221670499,86.27858781148143,8799146.29255331,0.6215943489999993,2.21185671021
47,-0.00023487564708912778,1.419061961157336,0.6415704754322019,86.28418344226603,8799310.049908,0.6215943489999993,2.21185671021
48,-0.00025391174544275863,1.4190733912489693,0.6415756430778187,86.28985898468501,8799477.515106056,0.6215943489999993,2.21185671021
